"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value","Flag and Footnotes"
"2006","Bulgaria","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Information and communication","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Real estate activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Administrative and support service activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Public administration and defence; compulsory social security","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Education","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Human health and social work activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Arts, entertainment and recreation","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Other service activities","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2006","Bulgaria","Carbon dioxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Total - all NACE activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Agriculture, forestry and fishing","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Mining and quarrying","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Manufacturing","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Transportation and storage","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Accommodation and food service activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Information and communication","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Financial and insurance activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Real estate activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Professional, scientific and technical activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Administrative and support service activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Education","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Human health and social work activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Arts, entertainment and recreation","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Other service activities","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2006","Czech Republic","Nitrogen oxides","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2006","Czech Republic","Methane","Total - all NACE activities","Tonne",":",""
"2006","Czech Republic","Methane","Agriculture, forestry and fishing","Tonne",":",""
"2006","Czech Republic","Methane","Mining and quarrying","Tonne",":",""
"2006","Czech Republic","Methane","Manufacturing","Tonne",":",""
"2006","Czech Republic","Methane","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2006","Czech Republic","Methane","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2006","Czech Republic","Methane","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2006","Czech Republic","Methane","Transportation and storage","Tonne",":",""
"2006","Czech Republic","Methane","Accommodation and food service activities","Tonne",":",""
"2006","Czech Republic","Methane","Information and communication","Tonne",":",""
"2006","Czech Republic","Methane","Financial and insurance activities","Tonne",":",""
"2006","Czech Republic","Methane","Real estate activities","Tonne",":",""
"2006","Czech Republic","Methane","Professional, scientific and technical activities","Tonne",":",""
"2006","Czech Republic","Methane","Administrative and support service activities","Tonne",":",""
"2006","Czech Republic","Methane","Public administration and defence; compulsory social security","Tonne",":",""
"2006","Czech Republic","Methane","Education","Tonne",":",""
"2006","Czech Republic","Methane","Human health and social work activities","Tonne",":",""
"2006","Czech Republic","Methane","Arts, entertainment and recreation","Tonne",":",""
"2006","Czech Republic","Methane","Other service activities","Tonne",":",""
"2006","Czech Republic","Methane","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2006","Czech Republic","Methane","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Total - all NACE activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Agriculture, forestry and fishing","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Mining and quarrying","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Manufacturing","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Transportation and storage","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Accommodation and food service activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Information and communication","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Financial and insurance activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Real estate activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Professional, scientific and technical activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Administrative and support service activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Public administration and defence; compulsory social security","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Education","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Human health and social work activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Arts, entertainment and recreation","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Other service activities","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Tonne",":",""
"2006","Czech Republic","Nitrous oxide","Activities of extraterritorial organisations and bodies","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Total - all NACE activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Agriculture, forestry and fishing","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Mining and quarrying","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Manufacturing","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Electricity, gas, steam and air conditioning supply","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Water supply; sewerage, waste management and remediation activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Wholesale and retail trade; repair of motor vehicles and motorcycles","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Transportation and storage","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Accommodation and food service activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Information and communication","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Financial and insurance activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Real estate activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Professional, scientific and technical activities","Tonne",":",""
"2006","Czech Republic","Carbon dioxide","Administrative and support service activities","Tonne",":",""
