"TIME","CPA02","AIRPOL","ORIGIN","UNIT","T_COLS","GEO","Value","Flag and Footnotes"
"2004","Land transport and transport via pipeline services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","140,341","e"
"2004","Land transport and transport via pipeline services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","691,429","e"
"2004","Land transport and transport via pipeline services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","209,916","e"
"2004","Land transport and transport via pipeline services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","7,169","e"
"2004","Land transport and transport via pipeline services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","110,381,680","e"
"2004","Water transport services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","959,032","e"
"2004","Water transport services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,484,657","e"
"2004","Water transport services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","70,612","e"
"2004","Water transport services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,804","e"
"2004","Water transport services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","79,257,020","e"
"2004","Air transport services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","65,029","e"
"2004","Air transport services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","285,952","e"
"2004","Air transport services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","85,385","e"
"2004","Air transport services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,867","e"
"2004","Air transport services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","98,003,330","e"
"2004","Supporting and auxiliary transport services; travel agency services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","68,510","e"
"2004","Supporting and auxiliary transport services; travel agency services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","176,808","e"
"2004","Supporting and auxiliary transport services; travel agency services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","81,392","e"
"2004","Supporting and auxiliary transport services; travel agency services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,268","e"
"2004","Supporting and auxiliary transport services; travel agency services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","31,701,430","e"
"2004","Post and telecommunication services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","64,600","e"
"2004","Post and telecommunication services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","111,330","e"
"2004","Post and telecommunication services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","82,000","e"
"2004","Post and telecommunication services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,963","e"
"2004","Post and telecommunication services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","29,006,220","e"
"2004","Financial intermediation services, except insurance and pension funding services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","31,451","e"
"2004","Financial intermediation services, except insurance and pension funding services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","42,480","e"
"2004","Financial intermediation services, except insurance and pension funding services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","46,447","e"
"2004","Financial intermediation services, except insurance and pension funding services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,690","e"
"2004","Financial intermediation services, except insurance and pension funding services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","14,069,400","e"
"2004","Insurance and pension funding services, except compulsory social security services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","45,004","e"
"2004","Insurance and pension funding services, except compulsory social security services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","63,328","e"
"2004","Insurance and pension funding services, except compulsory social security services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","70,495","e"
"2004","Insurance and pension funding services, except compulsory social security services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,561","e"
"2004","Insurance and pension funding services, except compulsory social security services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","19,976,750","e"
"2004","Services auxiliary to financial intermediation","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,150","e"
"2004","Services auxiliary to financial intermediation","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,339","e"
"2004","Services auxiliary to financial intermediation","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,966","e"
"2004","Services auxiliary to financial intermediation","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","421","e"
"2004","Services auxiliary to financial intermediation","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,577,700","e"
"2004","Real estate services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","256,519","e"
"2004","Real estate services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","304,075","e"
"2004","Real estate services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","579,985","e"
"2004","Real estate services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","17,430","e"
"2004","Real estate services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","107,996,700","e"
"2004","Renting services of machinery and equipment without operator and of personal and household goods","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","15,203","e"
"2004","Renting services of machinery and equipment without operator and of personal and household goods","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","31,558","e"
"2004","Renting services of machinery and equipment without operator and of personal and household goods","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,448","e"
"2004","Renting services of machinery and equipment without operator and of personal and household goods","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,040","e"
"2004","Renting services of machinery and equipment without operator and of personal and household goods","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,507,990","e"
"2004","Computer and related services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","42,728","e"
"2004","Computer and related services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","58,763","e"
"2004","Computer and related services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","71,612","e"
"2004","Computer and related services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,677","e"
"2004","Computer and related services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","18,586,300","e"
"2004","Research and development services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","34,506","e"
"2004","Research and development services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","39,541","e"
"2004","Research and development services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","51,291","e"
"2004","Research and development services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,020","e"
"2004","Research and development services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","13,993,080","e"
"2004","Other business services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","83,031","e"
"2004","Other business services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","108,477","e"
"2004","Other business services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","133,792","e"
"2004","Other business services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,295","e"
"2004","Other business services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","34,698,750","e"
"2004","Public administration and defence services; compulsory social security services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","356,143","e"
"2004","Public administration and defence services; compulsory social security services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","466,852","e"
"2004","Public administration and defence services; compulsory social security services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,056,604","e"
"2004","Public administration and defence services; compulsory social security services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,631","e"
"2004","Public administration and defence services; compulsory social security services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","155,720,420","e"
"2004","Education services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","165,675","e"
"2004","Education services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","187,564","e"
"2004","Education services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","236,386","e"
"2004","Education services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","9,768","e"
"2004","Education services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","73,870,720","e"
"2004","Health and social work services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","353,509","e"
"2004","Health and social work services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","414,079","e"
"2004","Health and social work services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","768,161","e"
"2004","Health and social work services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","54,895","e"
"2004","Health and social work services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","155,933,010","e"
"2004","Sewage and refuse disposal services, sanitation and similar services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","50,863","e"
"2004","Sewage and refuse disposal services, sanitation and similar services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","71,543","e"
"2004","Sewage and refuse disposal services, sanitation and similar services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,459,868","e"
"2004","Sewage and refuse disposal services, sanitation and similar services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","18,798","e"
"2004","Sewage and refuse disposal services, sanitation and similar services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","23,250,430","e"
"2004","Membership organisation services n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","22,104","e"
"2004","Membership organisation services n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","28,837","e"
"2004","Membership organisation services n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","33,794","e"
"2004","Membership organisation services n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,430","e"
"2004","Membership organisation services n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,705,710","e"
"2004","Recreational, cultural and sporting services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","108,440","e"
"2004","Recreational, cultural and sporting services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","139,795","e"
"2004","Recreational, cultural and sporting services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","236,478","e"
"2004","Recreational, cultural and sporting services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","12,494","e"
"2004","Recreational, cultural and sporting services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","47,999,640","e"
"2004","Other services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","63,358","e"
"2004","Other services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","70,883","e"
"2004","Other services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","102,560","e"
"2004","Other services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,769","e"
"2004","Other services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","27,702,920","e"
"2004","Private households with employed persons","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","382","e"
"2004","Private households with employed persons","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","702","e"
"2004","Private households with employed persons","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","593","e"
"2004","Private households with employed persons","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","42","e"
"2004","Private households with employed persons","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","452,810","e"
"2004","All CPA products plus direct emissions by private households","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,419,349","e"
"2004","All CPA products plus direct emissions by private households","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","16,022,701","e"
"2004","All CPA products plus direct emissions by private households","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,161,701","e"
"2004","All CPA products plus direct emissions by private households","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,462,905","e"
"2004","All CPA products plus direct emissions by private households","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,124,480,320","e"
"2004","Direct emissions by private households","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","490,498","e"
"2004","Direct emissions by private households","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,361,585","e"
"2004","Direct emissions by private households","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","647,299","e"
"2004","Direct emissions by private households","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","37,047","e"
"2004","Direct emissions by private households","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","947,542,100","e"
"2005","Total","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,342,668","e"
"2005","Total","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","14,071,370","e"
"2005","Total","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","24,590,389","e"
"2005","Total","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,408,852","e"
"2005","Total","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,266,433,860","e"
"2005","Products of agriculture, hunting and related services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","123,115","e"
"2005","Products of agriculture, hunting and related services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","486,589","e"
"2005","Products of agriculture, hunting and related services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,865,143","e"
"2005","Products of agriculture, hunting and related services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","340,348","e"
"2005","Products of agriculture, hunting and related services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","65,227,010","e"
"2005","Products of forestry, logging and related services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,920","e"
"2005","Products of forestry, logging and related services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","24,773","e"
"2005","Products of forestry, logging and related services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","66,842","e"
"2005","Products of forestry, logging and related services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,662","e"
"2005","Products of forestry, logging and related services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,808,980","e"
"2005","Fish and other fishing products; services incidental to fishing","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","20,074","e"
"2005","Fish and other fishing products; services incidental to fishing","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","61,856","e"
"2005","Fish and other fishing products; services incidental to fishing","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","12,775","e"
"2005","Fish and other fishing products; services incidental to fishing","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","652","e"
"2005","Fish and other fishing products; services incidental to fishing","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","6,081,160","e"
"2005","Coal and lignite; peat","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,406","e"
"2005","Coal and lignite; peat","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,219","e"
"2005","Coal and lignite; peat","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","160,071","e"
"2005","Coal and lignite; peat","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","124","e"
"2005","Coal and lignite; peat","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,163,700","e"
"2005","Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","23,464","e"
"2005","Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","32,312","e"
"2005","Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","140,038","e"
"2005","Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","554","e"
"2005","Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,947,790","e"
"2005","Uranium and thorium ores","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","-1,411","e"
"2005","Uranium and thorium ores","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","-24,953","e"
"2005","Uranium and thorium ores","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","-837","e"
"2005","Uranium and thorium ores","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","-70","e"
"2005","Uranium and thorium ores","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","-3,130,320","e"
"2005","Metal ores","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,696","e"
"2005","Metal ores","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,467","e"
"2005","Metal ores","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,645","e"
"2005","Metal ores","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","73","e"
"2005","Metal ores","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,283,480","e"
"2005","Other mining and quarrying products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","19,652","e"
"2005","Other mining and quarrying products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","35,413","e"
"2005","Other mining and quarrying products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","19,492","e"
"2005","Other mining and quarrying products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","862","e"
"2005","Other mining and quarrying products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,064,540","e"
"2005","Food products and beverages","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","515,304","e"
"2005","Food products and beverages","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,052,150","e"
"2005","Food products and beverages","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,718,178","e"
"2005","Food products and beverages","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","391,568","e"
"2005","Food products and beverages","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","255,084,650","e"
"2005","Tobacco products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,293","e"
"2005","Tobacco products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","19,933","e"
"2005","Tobacco products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","76,880","e"
"2005","Tobacco products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","6,240","e"
"2005","Tobacco products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,924,520","e"
"2005","Textiles","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","72,659","e"
"2005","Textiles","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","87,567","e"
"2005","Textiles","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","122,953","e"
"2005","Textiles","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,458","e"
"2005","Textiles","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","35,371,040","e"
"2005","Wearing apparel; furs","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","81,374","e"
"2005","Wearing apparel; furs","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","115,421","e"
"2005","Wearing apparel; furs","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","138,079","e"
"2005","Wearing apparel; furs","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,073","e"
"2005","Wearing apparel; furs","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","37,923,770","e"
"2005","Leather and leather products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","31,386","e"
"2005","Leather and leather products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","48,382","e"
"2005","Leather and leather products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","93,916","e"
"2005","Leather and leather products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","6,218","e"
"2005","Leather and leather products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","15,269,780","e"
"2005","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","22,209","e"
"2005","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","39,918","e"
"2005","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","52,340","e"
"2005","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,154","e"
"2005","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,133,270","e"
"2005","Pulp, paper and paper products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","76,944","e"
"2005","Pulp, paper and paper products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","85,954","e"
"2005","Pulp, paper and paper products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","81,699","e"
"2005","Pulp, paper and paper products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,044","e"
"2005","Pulp, paper and paper products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","28,743,340","e"
"2005","Printed matter and recorded media","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","58,221","e"
"2005","Printed matter and recorded media","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","77,248","e"
"2005","Printed matter and recorded media","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","72,866","e"
"2005","Printed matter and recorded media","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,529","e"
"2005","Printed matter and recorded media","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","24,967,910","e"
"2005","Coke, refined petroleum products and nuclear fuel","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","469,354","e"
"2005","Coke, refined petroleum products and nuclear fuel","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","385,159","e"
"2005","Coke, refined petroleum products and nuclear fuel","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","856,051","e"
"2005","Coke, refined petroleum products and nuclear fuel","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","9,318","e"
"2005","Coke, refined petroleum products and nuclear fuel","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","147,138,200","e"
"2005","Chemicals, chemical products and man-made fibres","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","448,324","e"
"2005","Chemicals, chemical products and man-made fibres","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","491,761","e"
"2005","Chemicals, chemical products and man-made fibres","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","676,455","e"
"2005","Chemicals, chemical products and man-made fibres","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","114,804","e"
"2005","Chemicals, chemical products and man-made fibres","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","200,868,890","e"
"2005","Rubber and plastic products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","59,385","e"
"2005","Rubber and plastic products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","66,308","e"
"2005","Rubber and plastic products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","81,265","e"
"2005","Rubber and plastic products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","6,857","e"
"2005","Rubber and plastic products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,850,310","e"
"2005","Other non-metallic mineral products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","92,662","e"
"2005","Other non-metallic mineral products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","140,440","e"
"2005","Other non-metallic mineral products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","51,402","e"
"2005","Other non-metallic mineral products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,652","e"
"2005","Other non-metallic mineral products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","57,197,240","e"
"2005","Basic metals","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","166,037","e"
"2005","Basic metals","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","138,661","e"
"2005","Basic metals","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","181,303","e"
"2005","Basic metals","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,619","e"
"2005","Basic metals","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","81,862,240","e"
"2005","Fabricated metal products, except machinery and equipment","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","117,082","e"
"2005","Fabricated metal products, except machinery and equipment","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","121,016","e"
"2005","Fabricated metal products, except machinery and equipment","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","132,807","e"
"2005","Fabricated metal products, except machinery and equipment","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,278","e"
"2005","Fabricated metal products, except machinery and equipment","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","54,410,630","e"
"2005","Machinery and equipment n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","342,957","e"
"2005","Machinery and equipment n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","392,243","e"
"2005","Machinery and equipment n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","413,048","e"
"2005","Machinery and equipment n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","15,540","e"
"2005","Machinery and equipment n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","158,559,270","e"
