"TIME","CPA02","AIRPOL","ORIGIN","UNIT","T_COLS","GEO","Value","Flag and Footnotes"
"2002","Wearing apparel; furs","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","42,718,820","e"
"2002","Leather and leather products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","43,169","e"
"2002","Leather and leather products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","52,660","e"
"2002","Leather and leather products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","110,641","e"
"2002","Leather and leather products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","7,306","e"
"2002","Leather and leather products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","16,582,290","e"
"2002","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","28,385","e"
"2002","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","39,803","e"
"2002","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","55,400","e"
"2002","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,471","e"
"2002","Wood and products of wood and cork (except furniture), articles of straw and plaiting materials","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,347,770","e"
"2002","Pulp, paper and paper products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","97,430","e"
"2002","Pulp, paper and paper products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","92,186","e"
"2002","Pulp, paper and paper products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","99,284","e"
"2002","Pulp, paper and paper products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,809","e"
"2002","Pulp, paper and paper products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","30,669,780","e"
"2002","Printed matter and recorded media","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","71,285","e"
"2002","Printed matter and recorded media","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","79,052","e"
"2002","Printed matter and recorded media","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","82,500","e"
"2002","Printed matter and recorded media","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,930","e"
"2002","Printed matter and recorded media","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,127,570","e"
"2002","Coke, refined petroleum products and nuclear fuel","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","443,424","e"
"2002","Coke, refined petroleum products and nuclear fuel","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","257,184","e"
"2002","Coke, refined petroleum products and nuclear fuel","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","682,268","e"
"2002","Coke, refined petroleum products and nuclear fuel","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","6,607","e"
"2002","Coke, refined petroleum products and nuclear fuel","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","113,838,820","e"
"2002","Chemicals, chemical products and man-made fibres","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","508,270","e"
"2002","Chemicals, chemical products and man-made fibres","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","464,560","e"
"2002","Chemicals, chemical products and man-made fibres","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","663,710","e"
"2002","Chemicals, chemical products and man-made fibres","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","117,110","e"
"2002","Chemicals, chemical products and man-made fibres","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","190,794,880","e"
"2002","Rubber and plastic products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","73,788","e"
"2002","Rubber and plastic products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","66,583","e"
"2002","Rubber and plastic products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","84,395","e"
"2002","Rubber and plastic products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","7,062","e"
"2002","Rubber and plastic products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,863,240","e"
"2002","Other non-metallic mineral products","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","117,299","e"
"2002","Other non-metallic mineral products","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","154,949","e"
"2002","Other non-metallic mineral products","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","60,856","e"
"2002","Other non-metallic mineral products","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,822","e"
"2002","Other non-metallic mineral products","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","59,149,680","e"
"2002","Basic metals","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","184,628","e"
"2002","Basic metals","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","131,102","e"
"2002","Basic metals","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","173,143","e"
"2002","Basic metals","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,297","e"
"2002","Basic metals","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","78,948,530","e"
"2002","Fabricated metal products, except machinery and equipment","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","142,499","e"
"2002","Fabricated metal products, except machinery and equipment","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","121,054","e"
"2002","Fabricated metal products, except machinery and equipment","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","139,821","e"
"2002","Fabricated metal products, except machinery and equipment","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,424","e"
"2002","Fabricated metal products, except machinery and equipment","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","53,891,070","e"
"2002","Machinery and equipment n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","396,827","e"
"2002","Machinery and equipment n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","378,004","e"
"2002","Machinery and equipment n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","428,025","e"
"2002","Machinery and equipment n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","15,559","e"
"2002","Machinery and equipment n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","151,711,900","e"
"2002","Office machinery and computers","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","86,634","e"
"2002","Office machinery and computers","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","95,837","e"
"2002","Office machinery and computers","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","101,343","e"
"2002","Office machinery and computers","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,655","e"
"2002","Office machinery and computers","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","30,274,750","e"
"2002","Electrical machinery and apparatus n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","133,982","e"
"2002","Electrical machinery and apparatus n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","110,911","e"
"2002","Electrical machinery and apparatus n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","118,637","e"
"2002","Electrical machinery and apparatus n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,691","e"
"2002","Electrical machinery and apparatus n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","43,295,410","e"
"2002","Radio, television and communication equipment and apparatus","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","119,970","e"
"2002","Radio, television and communication equipment and apparatus","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","111,063","e"
"2002","Radio, television and communication equipment and apparatus","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","123,008","e"
"2002","Radio, television and communication equipment and apparatus","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,386","e"
"2002","Radio, television and communication equipment and apparatus","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","38,419,430","e"
"2002","Medical, precision and optical instruments, watches and clocks","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","105,021","e"
"2002","Medical, precision and optical instruments, watches and clocks","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","94,821","e"
"2002","Medical, precision and optical instruments, watches and clocks","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","97,670","e"
"2002","Medical, precision and optical instruments, watches and clocks","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,474","e"
"2002","Medical, precision and optical instruments, watches and clocks","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","33,438,050","e"
"2002","Motor vehicles, trailers and semi-trailers","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","483,218","e"
"2002","Motor vehicles, trailers and semi-trailers","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","479,325","e"
"2002","Motor vehicles, trailers and semi-trailers","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","512,896","e"
"2002","Motor vehicles, trailers and semi-trailers","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","21,374","e"
"2002","Motor vehicles, trailers and semi-trailers","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","185,606,220","e"
"2002","Other transport equipment","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","127,555","e"
"2002","Other transport equipment","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","128,116","e"
"2002","Other transport equipment","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","137,808","e"
"2002","Other transport equipment","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,483","e"
"2002","Other transport equipment","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","49,280,670","e"
"2002","Furniture; other manufactured goods n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","168,603","e"
"2002","Furniture; other manufactured goods n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","211,500","e"
"2002","Furniture; other manufactured goods n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","226,509","e"
"2002","Furniture; other manufactured goods n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,468","e"
"2002","Furniture; other manufactured goods n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","69,823,260","e"
"2002","Recovered secondary raw materials","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,241","e"
"2002","Recovered secondary raw materials","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,510","e"
"2002","Recovered secondary raw materials","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,258","e"
"2002","Recovered secondary raw materials","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","65","e"
"2002","Recovered secondary raw materials","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","494,070","e"
"2002","Electrical energy, gas, steam and hot water","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,303,499","e"
"2002","Electrical energy, gas, steam and hot water","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","936,439","e"
"2002","Electrical energy, gas, steam and hot water","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,192,502","e"
"2002","Electrical energy, gas, steam and hot water","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","15,761","e"
"2002","Electrical energy, gas, steam and hot water","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","558,736,810","e"
"2002","Collected and purified water, distribution services of water","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","60,050","e"
"2002","Collected and purified water, distribution services of water","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","34,160","e"
"2002","Collected and purified water, distribution services of water","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","102,068","e"
"2002","Collected and purified water, distribution services of water","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,205","e"
"2002","Collected and purified water, distribution services of water","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","16,973,430","e"
"2002","Construction work","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","889,834","e"
"2002","Construction work","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,311,510","e"
"2002","Construction work","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,035,282","e"
"2002","Construction work","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","45,974","e"
"2002","Construction work","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","387,015,870","e"
"2002","Trade, maintenance and repair services of motor vehicles and motorcycles; retail trade services of automotive fuel","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","145,351","e"
"2002","Trade, maintenance and repair services of motor vehicles and motorcycles; retail trade services of automotive fuel","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","202,427","e"
"2002","Trade, maintenance and repair services of motor vehicles and motorcycles; retail trade services of automotive fuel","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","234,814","e"
"2002","Trade, maintenance and repair services of motor vehicles and motorcycles; retail trade services of automotive fuel","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","7,793","e"
"2002","Trade, maintenance and repair services of motor vehicles and motorcycles; retail trade services of automotive fuel","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","60,048,980","e"
"2002","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","310,652","e"
"2002","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","499,932","e"
"2002","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","580,943","e"
"2002","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","30,114","e"
"2002","Wholesale trade and commission trade services, except of motor vehicles and motorcycles","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","121,714,010","e"
"2002","Retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","341,610","e"
"2002","Retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","454,976","e"
"2002","Retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","709,314","e"
"2002","Retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","31,143","e"
"2002","Retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","132,372,930","e"
"2002","Hotel and restaurant services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","379,743","e"
"2002","Hotel and restaurant services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","507,222","e"
"2002","Hotel and restaurant services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,403,108","e"
"2002","Hotel and restaurant services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","99,687","e"
"2002","Hotel and restaurant services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","133,517,650","e"
"2002","Land transport and transport via pipeline services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","146,133","e"
"2002","Land transport and transport via pipeline services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","699,659","e"
"2002","Land transport and transport via pipeline services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","209,029","e"
"2002","Land transport and transport via pipeline services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","7,055","e"
"2002","Land transport and transport via pipeline services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","103,185,560","e"
"2002","Water transport services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","783,100","e"
"2002","Water transport services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,252,537","e"
"2002","Water transport services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","62,511","e"
"2002","Water transport services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,108","e"
"2002","Water transport services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","66,803,930","e"
"2002","Air transport services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","62,786","e"
"2002","Air transport services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","272,217","e"
"2002","Air transport services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","78,072","e"
"2002","Air transport services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","4,650","e"
"2002","Air transport services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","90,967,750","e"
"2002","Supporting and auxiliary transport services; travel agency services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","68,190","e"
"2002","Supporting and auxiliary transport services; travel agency services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","175,643","e"
"2002","Supporting and auxiliary transport services; travel agency services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","83,407","e"
"2002","Supporting and auxiliary transport services; travel agency services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,184","e"
"2002","Supporting and auxiliary transport services; travel agency services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","29,953,090","e"
"2002","Post and telecommunication services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","69,458","e"
"2002","Post and telecommunication services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","110,342","e"
"2002","Post and telecommunication services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","86,110","e"
"2002","Post and telecommunication services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,911","e"
"2002","Post and telecommunication services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","27,582,490","e"
"2002","Financial intermediation services, except insurance and pension funding services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","37,648","e"
"2002","Financial intermediation services, except insurance and pension funding services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","45,779","e"
"2002","Financial intermediation services, except insurance and pension funding services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","54,054","e"
"2002","Financial intermediation services, except insurance and pension funding services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,816","e"
"2002","Financial intermediation services, except insurance and pension funding services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","14,647,990","e"
"2002","Insurance and pension funding services, except compulsory social security services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","54,004","e"
"2002","Insurance and pension funding services, except compulsory social security services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","69,966","e"
"2002","Insurance and pension funding services, except compulsory social security services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","84,290","e"
"2002","Insurance and pension funding services, except compulsory social security services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,805","e"
"2002","Insurance and pension funding services, except compulsory social security services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","21,045,790","e"
"2002","Services auxiliary to financial intermediation","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,770","e"
"2002","Services auxiliary to financial intermediation","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","11,182","e"
"2002","Services auxiliary to financial intermediation","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","12,528","e"
"2002","Services auxiliary to financial intermediation","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","402","e"
"2002","Services auxiliary to financial intermediation","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,360,090","e"
"2002","Real estate services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","285,804","e"
"2002","Real estate services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","309,821","e"
"2002","Real estate services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","632,891","e"
"2002","Real estate services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","17,371","e"
"2002","Real estate services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","106,241,160","e"
"2002","Renting services of machinery and equipment without operator and of personal and household goods","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","16,475","e"
"2002","Renting services of machinery and equipment without operator and of personal and household goods","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","33,469","e"
"2002","Renting services of machinery and equipment without operator and of personal and household goods","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","26,558","e"
"2002","Renting services of machinery and equipment without operator and of personal and household goods","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","967","e"
"2002","Renting services of machinery and equipment without operator and of personal and household goods","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","8,411,190","e"
"2002","Computer and related services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","45,225","e"
"2002","Computer and related services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","58,403","e"
"2002","Computer and related services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","76,067","e"
"2002","Computer and related services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,619","e"
"2002","Computer and related services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","17,737,520","e"
"2002","Research and development services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","36,495","e"
"2002","Research and development services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","39,040","e"
"2002","Research and development services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","53,775","e"
"2002","Research and development services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","3,003","e"
"2002","Research and development services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","13,388,170","e"
"2002","Other business services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","89,003","e"
"2002","Other business services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","108,259","e"
"2002","Other business services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","142,472","e"
"2002","Other business services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","5,179","e"
"2002","Other business services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","33,178,460","e"
"2002","Public administration and defence services; compulsory social security services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","404,110","e"
"2002","Public administration and defence services; compulsory social security services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","484,845","e"
"2002","Public administration and defence services; compulsory social security services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,089,706","e"
"2002","Public administration and defence services; compulsory social security services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","25,902","e"
"2002","Public administration and defence services; compulsory social security services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","150,967,390","e"
"2002","Education services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","179,044","e"
"2002","Education services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","186,531","e"
"2002","Education services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","250,230","e"
"2002","Education services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","9,703","e"
"2002","Education services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","70,853,390","e"
"2002","Health and social work services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","380,813","e"
"2002","Health and social work services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","396,841","e"
"2002","Health and social work services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","748,483","e"
"2002","Health and social work services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","51,792","e"
"2002","Health and social work services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","146,071,990","e"
"2002","Sewage and refuse disposal services, sanitation and similar services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","37,781","e"
"2002","Sewage and refuse disposal services, sanitation and similar services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","63,380","e"
"2002","Sewage and refuse disposal services, sanitation and similar services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","2,705,969","e"
"2002","Sewage and refuse disposal services, sanitation and similar services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","18,537","e"
"2002","Sewage and refuse disposal services, sanitation and similar services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","21,586,540","e"
"2002","Membership organisation services n.e.c.","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","24,036","e"
"2002","Membership organisation services n.e.c.","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","28,892","e"
"2002","Membership organisation services n.e.c.","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","34,811","e"
"2002","Membership organisation services n.e.c.","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","1,373","e"
"2002","Membership organisation services n.e.c.","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","10,240,280","e"
"2002","Recreational, cultural and sporting services","Sulphur oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","117,667","e"
"2002","Recreational, cultural and sporting services","Nitrogen oxides","Total","Tonne","Final use at basic prices","European Union (27 countries)","139,642","e"
"2002","Recreational, cultural and sporting services","Methane","Total","Tonne","Final use at basic prices","European Union (27 countries)","242,483","e"
"2002","Recreational, cultural and sporting services","Nitrous oxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","12,241","e"
"2002","Recreational, cultural and sporting services","Carbon dioxide","Total","Tonne","Final use at basic prices","European Union (27 countries)","46,038,760","e"
