"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value","Flag and Footnotes"
"2008","Greece","Methane","Education","Tonne","7,846.11",""
"2008","Greece","Methane","Human health and social work activities","Tonne","6,732.44",""
"2008","Greece","Nitrous oxide","Total - all NACE activities","Tonne","18,269.77",""
"2008","Greece","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","17.56",""
"2008","Greece","Nitrous oxide","Education","Tonne","13.21",""
"2008","Greece","Nitrous oxide","Human health and social work activities","Tonne","10.01",""
"2008","Greece","Carbon dioxide","Total - all NACE activities","Tonne","85,168,148",""
"2008","Greece","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","2,300,110",""
"2008","Greece","Carbon dioxide","Education","Tonne","197,890",""
"2008","Greece","Carbon dioxide","Human health and social work activities","Tonne","117,896",""
"2008","Spain","Nitrogen oxides","Total - all NACE activities","Tonne","1,063,316.96",""
"2008","Spain","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","5,456.09",""
"2008","Spain","Nitrogen oxides","Education","Tonne","1,152.67",""
"2008","Spain","Nitrogen oxides","Human health and social work activities","Tonne","763.53",""
"2008","Spain","Methane","Total - all NACE activities","Tonne","1,525,662.83",""
"2008","Spain","Methane","Public administration and defence; compulsory social security","Tonne","398.37",""
"2008","Spain","Methane","Education","Tonne","347.99",""
"2008","Spain","Methane","Human health and social work activities","Tonne","287.14",""
"2008","Spain","Nitrous oxide","Total - all NACE activities","Tonne","45,129.48",""
"2008","Spain","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","22.22",""
"2008","Spain","Nitrous oxide","Education","Tonne","6.16",""
"2008","Spain","Nitrous oxide","Human health and social work activities","Tonne","2,484.92",""
"2008","Spain","Carbon dioxide","Total - all NACE activities","Tonne","272,658,373",""
"2008","Spain","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","1,506,256",""
"2008","Spain","Carbon dioxide","Education","Tonne","783,697",""
"2008","Spain","Carbon dioxide","Human health and social work activities","Tonne","619,372",""
"2008","France","Nitrogen oxides","Total - all NACE activities","Tonne","1,029,507.8",""
"2008","France","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","5,798.97",""
"2008","France","Nitrogen oxides","Education","Tonne","4,419.29",""
"2008","France","Nitrogen oxides","Human health and social work activities","Tonne","6,749.85",""
"2008","France","Methane","Total - all NACE activities","Tonne","2,387,792.25",""
"2008","France","Methane","Public administration and defence; compulsory social security","Tonne","436.36",""
"2008","France","Methane","Education","Tonne","352.94",""
"2008","France","Methane","Human health and social work activities","Tonne","534.4",""
"2008","France","Nitrous oxide","Total - all NACE activities","Tonne","152,855.43",""
"2008","France","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","31.89",""
"2008","France","Nitrous oxide","Education","Tonne","22.49",""
"2008","France","Nitrous oxide","Human health and social work activities","Tonne","313.13",""
"2008","France","Carbon dioxide","Total - all NACE activities","Tonne","283,907,850",""
"2008","France","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","4,070,992",""
"2008","France","Carbon dioxide","Education","Tonne","3,306,863",""
"2008","France","Carbon dioxide","Human health and social work activities","Tonne","5,002,587",""
"2008","Croatia","Nitrogen oxides","Total - all NACE activities","Tonne","66,507.66",""
"2008","Croatia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","476.66",""
"2008","Croatia","Nitrogen oxides","Education","Tonne","227.37",""
"2008","Croatia","Nitrogen oxides","Human health and social work activities","Tonne","328.95",""
"2008","Croatia","Methane","Total - all NACE activities","Tonne","111,959.6",""
"2008","Croatia","Methane","Public administration and defence; compulsory social security","Tonne","7.26",""
"2008","Croatia","Methane","Education","Tonne","10.63",""
"2008","Croatia","Methane","Human health and social work activities","Tonne","11.52",""
"2008","Croatia","Nitrous oxide","Total - all NACE activities","Tonne","7,907.3",""
"2008","Croatia","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","2.06",""
"2008","Croatia","Nitrous oxide","Education","Tonne","1.09",""
"2008","Croatia","Nitrous oxide","Human health and social work activities","Tonne","1.41",""
"2008","Croatia","Carbon dioxide","Total - all NACE activities","Tonne","18,639,849",""
"2008","Croatia","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","69,963",""
"2008","Croatia","Carbon dioxide","Education","Tonne","77,975",""
"2008","Croatia","Carbon dioxide","Human health and social work activities","Tonne","94,883",""
"2008","Italy","Nitrogen oxides","Total - all NACE activities","Tonne","1,109,555.28",""
"2008","Italy","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","12,195.44",""
"2008","Italy","Nitrogen oxides","Education","Tonne","1,290.13",""
"2008","Italy","Nitrogen oxides","Human health and social work activities","Tonne","1,974.61",""
"2008","Italy","Methane","Total - all NACE activities","Tonne","1,844,778.37",""
"2008","Italy","Methane","Public administration and defence; compulsory social security","Tonne","269.07",""
"2008","Italy","Methane","Education","Tonne","190.19",""
"2008","Italy","Methane","Human health and social work activities","Tonne","80.48",""
"2008","Italy","Nitrous oxide","Total - all NACE activities","Tonne","66,104.42",""
"2008","Italy","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","234.4",""
"2008","Italy","Nitrous oxide","Education","Tonne","4.48",""
"2008","Italy","Nitrous oxide","Human health and social work activities","Tonne","1,878.16",""
"2008","Italy","Carbon dioxide","Total - all NACE activities","Tonne","370,718,630",""
"2008","Italy","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","2,299,600",""
"2008","Italy","Carbon dioxide","Education","Tonne","37,331",""
"2008","Italy","Carbon dioxide","Human health and social work activities","Tonne","1,341,092",""
"2008","Cyprus","Nitrogen oxides","Total - all NACE activities","Tonne","20,423.65",""
"2008","Cyprus","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","226.52",""
"2008","Cyprus","Nitrogen oxides","Education","Tonne","49.81",""
"2008","Cyprus","Nitrogen oxides","Human health and social work activities","Tonne","16.51",""
"2008","Cyprus","Methane","Total - all NACE activities","Tonne","35,937.15",""
"2008","Cyprus","Methane","Public administration and defence; compulsory social security","Tonne","10.73",""
"2008","Cyprus","Methane","Education","Tonne","1.58",""
"2008","Cyprus","Methane","Human health and social work activities","Tonne","1.19",""
"2008","Cyprus","Nitrous oxide","Total - all NACE activities","Tonne","934.04",""
"2008","Cyprus","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","2.98",""
"2008","Cyprus","Nitrous oxide","Education","Tonne","0.6",""
"2008","Cyprus","Nitrous oxide","Human health and social work activities","Tonne","18.08",""
"2008","Cyprus","Carbon dioxide","Total - all NACE activities","Tonne","7,546,924",""
"2008","Cyprus","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","61,538",""
"2008","Cyprus","Carbon dioxide","Education","Tonne","7,914",""
"2008","Cyprus","Carbon dioxide","Human health and social work activities","Tonne","6,903",""
"2008","Latvia","Nitrogen oxides","Total - all NACE activities","Tonne","49,828.75",""
"2008","Latvia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","544.52",""
"2008","Latvia","Nitrogen oxides","Education","Tonne","145.84",""
"2008","Latvia","Nitrogen oxides","Human health and social work activities","Tonne","161.73",""
"2008","Latvia","Methane","Total - all NACE activities","Tonne","72,784.78",""
"2008","Latvia","Methane","Public administration and defence; compulsory social security","Tonne","547.86",""
"2008","Latvia","Methane","Education","Tonne","155",""
"2008","Latvia","Methane","Human health and social work activities","Tonne","141.45",""
"2008","Latvia","Nitrous oxide","Total - all NACE activities","Tonne","5,462.6",""
"2008","Latvia","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","8.71",""
"2008","Latvia","Nitrous oxide","Education","Tonne","2.42",""
"2008","Latvia","Nitrous oxide","Human health and social work activities","Tonne","5",""
"2008","Latvia","Carbon dioxide","Total - all NACE activities","Tonne","8,463,692",""
"2008","Latvia","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","121,234",""
"2008","Latvia","Carbon dioxide","Education","Tonne","41,914",""
"2008","Latvia","Carbon dioxide","Human health and social work activities","Tonne","56,410",""
"2008","Lithuania","Nitrogen oxides","Total - all NACE activities","Tonne","59,091.24",""
"2008","Lithuania","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","152.78",""
"2008","Lithuania","Nitrogen oxides","Education","Tonne","131.82",""
"2008","Lithuania","Nitrogen oxides","Human health and social work activities","Tonne","83.57",""
"2008","Lithuania","Methane","Total - all NACE activities","Tonne","144,623.13",""
"2008","Lithuania","Methane","Public administration and defence; compulsory social security","Tonne","32.27",""
"2008","Lithuania","Methane","Education","Tonne","55.39",""
"2008","Lithuania","Methane","Human health and social work activities","Tonne","34.04",""
"2008","Lithuania","Nitrous oxide","Total - all NACE activities","Tonne","15,937.76",""
"2008","Lithuania","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","1.51",""
"2008","Lithuania","Nitrous oxide","Education","Tonne","1.25",""
"2008","Lithuania","Nitrous oxide","Human health and social work activities","Tonne","22.6",""
"2008","Lithuania","Carbon dioxide","Total - all NACE activities","Tonne","14,964,565",""
"2008","Lithuania","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","53,949",""
"2008","Lithuania","Carbon dioxide","Education","Tonne","53,297",""
"2008","Lithuania","Carbon dioxide","Human health and social work activities","Tonne","33,119",""
"2008","Luxembourg","Nitrogen oxides","Total - all NACE activities","Tonne","13,913.33",""
"2008","Luxembourg","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","45.5",""
"2008","Luxembourg","Nitrogen oxides","Education","Tonne","23.8",""
"2008","Luxembourg","Nitrogen oxides","Human health and social work activities","Tonne","41.4",""
"2008","Luxembourg","Methane","Total - all NACE activities","Tonne","23,106.56",""
"2008","Luxembourg","Methane","Public administration and defence; compulsory social security","Tonne","1.7",""
"2008","Luxembourg","Methane","Education","Tonne","2.1",""
"2008","Luxembourg","Methane","Human health and social work activities","Tonne","2.5",""
"2008","Luxembourg","Nitrous oxide","Total - all NACE activities","Tonne","867.66",""
"2008","Luxembourg","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","0.3",""
"2008","Luxembourg","Nitrous oxide","Education","Tonne","0.1",""
"2008","Luxembourg","Nitrous oxide","Human health and social work activities","Tonne","18.11",""
"2008","Luxembourg","Carbon dioxide","Total - all NACE activities","Tonne","7,376,362",""
"2008","Luxembourg","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","22,100",""
"2008","Luxembourg","Carbon dioxide","Education","Tonne","21,100",""
"2008","Luxembourg","Carbon dioxide","Human health and social work activities","Tonne","29,000",""
"2008","Hungary","Nitrogen oxides","Total - all NACE activities","Tonne","136,302.2",""
"2008","Hungary","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","2,577.36",""
"2008","Hungary","Nitrogen oxides","Education","Tonne","726.62",""
"2008","Hungary","Nitrogen oxides","Human health and social work activities","Tonne","535.85",""
"2008","Hungary","Methane","Total - all NACE activities","Tonne","321,324.74",""
"2008","Hungary","Methane","Public administration and defence; compulsory social security","Tonne","229.46",""
"2008","Hungary","Methane","Education","Tonne","105.95",""
"2008","Hungary","Methane","Human health and social work activities","Tonne","86.5",""
"2008","Hungary","Nitrous oxide","Total - all NACE activities","Tonne","13,907.65",""
"2008","Hungary","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","14.7",""
"2008","Hungary","Nitrous oxide","Education","Tonne","3.78",""
"2008","Hungary","Nitrous oxide","Human health and social work activities","Tonne","27.26",""
"2008","Hungary","Carbon dioxide","Total - all NACE activities","Tonne","43,504,850",""
"2008","Hungary","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","683,861",""
"2008","Hungary","Carbon dioxide","Education","Tonne","292,829",""
"2008","Hungary","Carbon dioxide","Human health and social work activities","Tonne","236,232",""
"2008","Malta","Nitrogen oxides","Total - all NACE activities","Tonne","3,292.63","s"
"2008","Malta","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","33.51","s"
"2008","Malta","Nitrogen oxides","Education","Tonne","21.6","s"
"2008","Malta","Nitrogen oxides","Human health and social work activities","Tonne","20.11","s"
"2008","Malta","Methane","Total - all NACE activities","Tonne","7,200.01","s"
"2008","Malta","Methane","Public administration and defence; compulsory social security","Tonne","1.6","s"
"2008","Malta","Methane","Education","Tonne","0.53","s"
"2008","Malta","Methane","Human health and social work activities","Tonne","1.04","s"
"2008","Malta","Nitrous oxide","Total - all NACE activities","Tonne","250.3","s"
"2008","Malta","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","0.1","s"
"2008","Malta","Nitrous oxide","Education","Tonne","0.05","s"
"2008","Malta","Nitrous oxide","Human health and social work activities","Tonne","2.24","s"
"2008","Malta","Carbon dioxide","Total - all NACE activities","Tonne","4,737,989","s"
"2008","Malta","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","12,060","s"
"2008","Malta","Carbon dioxide","Education","Tonne","3,625","s"
"2008","Malta","Carbon dioxide","Human health and social work activities","Tonne","7,591","s"
"2008","Netherlands","Nitrogen oxides","Total - all NACE activities","Tonne","572,993.07",""
"2008","Netherlands","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","9,113.74",""
"2008","Netherlands","Nitrogen oxides","Education","Tonne","1,000.74",""
"2008","Netherlands","Nitrogen oxides","Human health and social work activities","Tonne","1,651.71",""
"2008","Netherlands","Methane","Total - all NACE activities","Tonne","784,740.39",""
"2008","Netherlands","Methane","Public administration and defence; compulsory social security","Tonne","7,415.75",""
"2008","Netherlands","Methane","Education","Tonne","410.33",""
"2008","Netherlands","Methane","Human health and social work activities","Tonne","760.07",""
"2008","Netherlands","Nitrous oxide","Total - all NACE activities","Tonne","28,427",""
"2008","Netherlands","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","93.85",""
"2008","Netherlands","Nitrous oxide","Education","Tonne","3.78",""
"2008","Netherlands","Nitrous oxide","Human health and social work activities","Tonne","93.53",""
"2008","Netherlands","Carbon dioxide","Total - all NACE activities","Tonne","170,933,714",""
"2008","Netherlands","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","2,084,769",""
"2008","Netherlands","Carbon dioxide","Education","Tonne","751,176",""
"2008","Netherlands","Carbon dioxide","Human health and social work activities","Tonne","1,367,935",""
"2008","Austria","Nitrogen oxides","Total - all NACE activities","Tonne","133,047.4",""
"2008","Austria","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","436.64",""
"2008","Austria","Nitrogen oxides","Education","Tonne","768.8",""
"2008","Austria","Nitrogen oxides","Human health and social work activities","Tonne","403.41",""
"2008","Austria","Methane","Total - all NACE activities","Tonne","287,021.48",""
"2008","Austria","Methane","Public administration and defence; compulsory social security","Tonne","26.86",""
"2008","Austria","Methane","Education","Tonne","26.31",""
"2008","Austria","Methane","Human health and social work activities","Tonne","8.69",""
"2008","Austria","Nitrous oxide","Total - all NACE activities","Tonne","11,647.37",""
"2008","Austria","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","8.18",""
"2008","Austria","Nitrous oxide","Education","Tonne","17.1",""
"2008","Austria","Nitrous oxide","Human health and social work activities","Tonne","111.13",""
"2008","Austria","Carbon dioxide","Total - all NACE activities","Tonne","56,439,687",""
"2008","Austria","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","304,578",""
"2008","Austria","Carbon dioxide","Education","Tonne","923,252",""
"2008","Austria","Carbon dioxide","Human health and social work activities","Tonne","323,208",""
"2008","Poland","Nitrogen oxides","Total - all NACE activities","Tonne","774,818.17",""
"2008","Poland","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","17,006.11",""
"2008","Poland","Nitrogen oxides","Education","Tonne","19,580.16",""
"2008","Poland","Nitrogen oxides","Human health and social work activities","Tonne","13,488.31",""
"2008","Poland","Methane","Total - all NACE activities","Tonne","1,664,389.02",""
"2008","Poland","Methane","Public administration and defence; compulsory social security","Tonne","437.52",""
"2008","Poland","Methane","Education","Tonne","503.74",""
"2008","Poland","Methane","Human health and social work activities","Tonne","347.02",""
"2008","Poland","Nitrous oxide","Total - all NACE activities","Tonne","76,321.81",""
"2008","Poland","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","80.27",""
"2008","Poland","Nitrous oxide","Education","Tonne","92.42",""
"2008","Poland","Nitrous oxide","Human health and social work activities","Tonne","463.67",""
"2008","Poland","Carbon dioxide","Total - all NACE activities","Tonne","292,261,378",""
"2008","Poland","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","2,849,314",""
"2008","Poland","Carbon dioxide","Education","Tonne","3,280,587",""
"2008","Poland","Carbon dioxide","Human health and social work activities","Tonne","2,259,919",""
"2008","Portugal","Nitrogen oxides","Total - all NACE activities","Tonne","209,239.1",""
"2008","Portugal","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","3,222.9",""
"2008","Portugal","Nitrogen oxides","Education","Tonne","493.8",""
"2008","Portugal","Nitrogen oxides","Human health and social work activities","Tonne","2,911.8",""
"2008","Portugal","Methane","Total - all NACE activities","Tonne","549,688",""
"2008","Portugal","Methane","Public administration and defence; compulsory social security","Tonne","2,814.2",""
"2008","Portugal","Methane","Education","Tonne","10.8",""
"2008","Portugal","Methane","Human health and social work activities","Tonne","46",""
"2008","Portugal","Nitrous oxide","Total - all NACE activities","Tonne","12,502.4",""
"2008","Portugal","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","17.2",""
"2008","Portugal","Nitrous oxide","Education","Tonne","3.3",""
"2008","Portugal","Nitrous oxide","Human health and social work activities","Tonne","201.5",""
"2008","Portugal","Carbon dioxide","Total - all NACE activities","Tonne","52,939,600",""
"2008","Portugal","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","631,700",""
"2008","Portugal","Carbon dioxide","Education","Tonne","107,800",""
"2008","Portugal","Carbon dioxide","Human health and social work activities","Tonne","623,300",""
"2008","Romania","Nitrogen oxides","Total - all NACE activities","Tonne","275,528.38",""
"2008","Romania","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","1,815.3",""
"2008","Romania","Nitrogen oxides","Education","Tonne","872.48",""
"2008","Romania","Nitrogen oxides","Human health and social work activities","Tonne","1,262.63",""
"2008","Romania","Methane","Total - all NACE activities","Tonne","1,270,944.5",""
"2008","Romania","Methane","Public administration and defence; compulsory social security","Tonne","127.52",""
"2008","Romania","Methane","Education","Tonne","79.47",""
"2008","Romania","Methane","Human health and social work activities","Tonne","93.92",""
"2008","Romania","Nitrous oxide","Total - all NACE activities","Tonne","23,967.74",""
"2008","Romania","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","9.3",""
"2008","Romania","Nitrous oxide","Education","Tonne","3.22",""
"2008","Romania","Nitrous oxide","Human health and social work activities","Tonne","5.47",""
"2008","Romania","Carbon dioxide","Total - all NACE activities","Tonne","89,028,423",""
"2008","Romania","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","387,331",""
"2008","Romania","Carbon dioxide","Education","Tonne","230,642",""
"2008","Romania","Carbon dioxide","Human health and social work activities","Tonne","297,662",""
"2008","Slovenia","Nitrogen oxides","Total - all NACE activities","Tonne","59,823.67",""
"2008","Slovenia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","26.85",""
"2008","Slovenia","Nitrogen oxides","Education","Tonne","16.18",""
"2008","Slovenia","Nitrogen oxides","Human health and social work activities","Tonne","13.82",""
"2008","Slovenia","Methane","Total - all NACE activities","Tonne","84,618.09",""
"2008","Slovenia","Methane","Public administration and defence; compulsory social security","Tonne","1.91",""
"2008","Slovenia","Methane","Education","Tonne","13.58",""
"2008","Slovenia","Methane","Human health and social work activities","Tonne","13.72",""
"2008","Slovenia","Nitrous oxide","Total - all NACE activities","Tonne","2,446.24",""
"2008","Slovenia","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","0.42",""
"2008","Slovenia","Nitrous oxide","Education","Tonne","0.86",""
"2008","Slovenia","Nitrous oxide","Human health and social work activities","Tonne","89.83",""
"2008","Slovenia","Carbon dioxide","Total - all NACE activities","Tonne","15,361,901",""
"2008","Slovenia","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","16,226",""
"2008","Slovenia","Carbon dioxide","Education","Tonne","104,257",""
"2008","Slovenia","Carbon dioxide","Human health and social work activities","Tonne","105,118",""
"2008","Slovakia","Nitrogen oxides","Total - all NACE activities","Tonne","82,775.08",""
"2008","Slovakia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","89.13",""
"2008","Slovakia","Nitrogen oxides","Education","Tonne","156.83",""
"2008","Slovakia","Nitrogen oxides","Human health and social work activities","Tonne","148.14",""
"2008","Slovakia","Methane","Total - all NACE activities","Tonne","189,668.67",""
"2008","Slovakia","Methane","Public administration and defence; compulsory social security","Tonne","34.09",""
"2008","Slovakia","Methane","Education","Tonne","68",""
"2008","Slovakia","Methane","Human health and social work activities","Tonne","16.93",""
"2008","Slovakia","Nitrous oxide","Total - all NACE activities","Tonne","10,952.03",""
"2008","Slovakia","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","1.76",""
"2008","Slovakia","Nitrous oxide","Education","Tonne","3.52",""
"2008","Slovakia","Nitrous oxide","Human health and social work activities","Tonne","0.88",""
"2008","Slovakia","Carbon dioxide","Total - all NACE activities","Tonne","36,430,419",""
"2008","Slovakia","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","362,954",""
"2008","Slovakia","Carbon dioxide","Education","Tonne","723,930",""
"2008","Slovakia","Carbon dioxide","Human health and social work activities","Tonne","180,265",""
"2008","Finland","Nitrogen oxides","Total - all NACE activities","Tonne","204,584.19",""
"2008","Finland","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","2,327.01",""
"2008","Finland","Nitrogen oxides","Education","Tonne","269.42",""
"2008","Finland","Nitrogen oxides","Human health and social work activities","Tonne","539.94",""
"2008","Finland","Methane","Total - all NACE activities","Tonne","211,066.03",""
"2008","Finland","Methane","Public administration and defence; compulsory social security","Tonne","58.67",""
"2008","Finland","Methane","Education","Tonne","11.89",""
"2008","Finland","Methane","Human health and social work activities","Tonne","22.93",""
"2008","Finland","Nitrous oxide","Total - all NACE activities","Tonne","19,703.92",""
"2008","Finland","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","14.91",""
"2008","Finland","Nitrous oxide","Education","Tonne","1.8",""
"2008","Finland","Nitrous oxide","Human health and social work activities","Tonne","113.58",""
"2008","Finland","Carbon dioxide","Total - all NACE activities","Tonne","56,127,324",""
"2008","Finland","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","488,766",""
"2008","Finland","Carbon dioxide","Education","Tonne","70,717",""
"2008","Finland","Carbon dioxide","Human health and social work activities","Tonne","135,446",""
"2008","Sweden","Nitrogen oxides","Total - all NACE activities","Tonne","295,105.51",""
"2008","Sweden","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","1,137.52",""
"2008","Sweden","Nitrogen oxides","Education","Tonne","370.35",""
"2008","Sweden","Nitrogen oxides","Human health and social work activities","Tonne","815.87",""
"2008","Sweden","Methane","Total - all NACE activities","Tonne","225,481.04",""
"2008","Sweden","Methane","Public administration and defence; compulsory social security","Tonne","37.78",""
"2008","Sweden","Methane","Education","Tonne","88.02",""
"2008","Sweden","Methane","Human health and social work activities","Tonne","128",""
"2008","Sweden","Nitrous oxide","Total - all NACE activities","Tonne","16,916.61",""
"2008","Sweden","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","11.18",""
"2008","Sweden","Nitrous oxide","Education","Tonne","3.99",""
"2008","Sweden","Nitrous oxide","Human health and social work activities","Tonne","404.65",""
"2008","Sweden","Carbon dioxide","Total - all NACE activities","Tonne","49,453,810",""
"2008","Sweden","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","313,223",""
"2008","Sweden","Carbon dioxide","Education","Tonne","122,265",""
"2008","Sweden","Carbon dioxide","Human health and social work activities","Tonne","282,722",""
"2008","United Kingdom","Nitrogen oxides","Total - all NACE activities","Tonne","1,518,830.56",""
"2008","United Kingdom","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","36,031.45",""
"2008","United Kingdom","Nitrogen oxides","Education","Tonne","6,603.77",""
"2008","United Kingdom","Nitrogen oxides","Human health and social work activities","Tonne","8,858.08",""
"2008","United Kingdom","Methane","Total - all NACE activities","Tonne","3,072,353.67",""
"2008","United Kingdom","Methane","Public administration and defence; compulsory social security","Tonne","430.42",""
"2008","United Kingdom","Methane","Education","Tonne","334.5",""
"2008","United Kingdom","Methane","Human health and social work activities","Tonne","489.95",""
"2008","United Kingdom","Nitrous oxide","Total - all NACE activities","Tonne","76,834",""
"2008","United Kingdom","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","212.71",""
"2008","United Kingdom","Nitrous oxide","Education","Tonne","51.95",""
"2008","United Kingdom","Nitrous oxide","Human health and social work activities","Tonne","1,917.29",""
"2008","United Kingdom","Carbon dioxide","Total - all NACE activities","Tonne","452,908,592",""
"2008","United Kingdom","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","7,336,983",""
"2008","United Kingdom","Carbon dioxide","Education","Tonne","3,706,185",""
"2008","United Kingdom","Carbon dioxide","Human health and social work activities","Tonne","5,206,411",""
"2008","Norway","Nitrogen oxides","Total - all NACE activities","Tonne","386,051.42",""
"2008","Norway","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","2,100.06",""
"2008","Norway","Nitrogen oxides","Education","Tonne","80.19",""
"2008","Norway","Nitrogen oxides","Human health and social work activities","Tonne","423.81",""
"2008","Norway","Methane","Total - all NACE activities","Tonne","211,235.24",""
"2008","Norway","Methane","Public administration and defence; compulsory social security","Tonne","17.39",""
"2008","Norway","Methane","Education","Tonne","11.62",""
"2008","Norway","Methane","Human health and social work activities","Tonne","40.03",""
"2008","Norway","Nitrous oxide","Total - all NACE activities","Tonne","10,838.56",""
"2008","Norway","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","7.4",""
"2008","Norway","Nitrous oxide","Education","Tonne","1.13",""
"2008","Norway","Nitrous oxide","Human health and social work activities","Tonne","99.42",""
"2008","Norway","Carbon dioxide","Total - all NACE activities","Tonne","53,918,205",""
"2008","Norway","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","271,541",""
"2008","Norway","Carbon dioxide","Education","Tonne","75,982",""
"2008","Norway","Carbon dioxide","Human health and social work activities","Tonne","259,963",""
"2008","Switzerland","Nitrogen oxides","Total - all NACE activities","Tonne","73,845.72",""
"2008","Switzerland","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","2,489.93",""
"2008","Switzerland","Nitrogen oxides","Education","Tonne","94.99",""
"2008","Switzerland","Nitrogen oxides","Human health and social work activities","Tonne","806.6",""
"2008","Switzerland","Methane","Total - all NACE activities","Tonne","210,650.88",""
"2008","Switzerland","Methane","Public administration and defence; compulsory social security","Tonne","360.56",""
"2008","Switzerland","Methane","Education","Tonne","8.22",""
"2008","Switzerland","Methane","Human health and social work activities","Tonne","102.4",""
"2008","Switzerland","Nitrous oxide","Total - all NACE activities","Tonne","8,099.36",""
"2008","Switzerland","Nitrous oxide","Public administration and defence; compulsory social security","Tonne","30.24",""
"2008","Switzerland","Nitrous oxide","Education","Tonne","0.98",""
"2008","Switzerland","Nitrous oxide","Human health and social work activities","Tonne","64.47",""
"2008","Switzerland","Carbon dioxide","Total - all NACE activities","Tonne","27,891,854",""
"2008","Switzerland","Carbon dioxide","Public administration and defence; compulsory social security","Tonne","1,457,630",""
"2008","Switzerland","Carbon dioxide","Education","Tonne","78,427",""
"2008","Switzerland","Carbon dioxide","Human health and social work activities","Tonne","809,536",""
"2008","Serbia","Nitrogen oxides","Total - all NACE activities","Tonne","129,670.99",""
"2008","Serbia","Nitrogen oxides","Public administration and defence; compulsory social security","Tonne","729.37",""
"2008","Serbia","Nitrogen oxides","Education","Tonne","720.71",""
"2008","Serbia","Nitrogen oxides","Human health and social work activities","Tonne","935.56",""
"2008","Serbia","Methane","Total - all NACE activities","Tonne",":",""
