"DATASET: Air emissions accounts by NACE Rev. 1.1 activity [env_ac_ainah_r1]"

"LAST UPDATE: 14.06.16 16:40:53"

"EXTRACTION DATE: 03.04.17 10:44:28"

"SOURCE OF DATA: Eurostat"

"TIME"
"1999"
"2000"
"2001"
"2002"
"2003"
"2004"
"2005"
"2006"
"2007"
"2008"

"GEO"
"European Union (27 countries)"
"Belgium"
"Bulgaria"
"Czech Republic"
"Denmark"
"Germany (until 1990 former territory of the FRG)"
"Estonia"
"Ireland"
"Greece"
"Spain"
"France"
"Italy"
"Cyprus"
"Latvia"
"Lithuania"
"Luxembourg"
"Hungary"
"Malta"
"Netherlands"
"Austria"
"Poland"
"Portugal"
"Romania"
"Slovenia"
"Slovakia"
"Finland"
"Sweden"
"United Kingdom"
"Norway"

"AIRPOL"
"Sulphur oxides"
"Nitrogen oxides"
"Methane"
"Nitrous oxide"
"Carbon dioxide"

"NACE_R1"
"Total - all NACE activities"
"Agriculture, hunting and forestry"
"Fishing"
"Mining and quarrying"
"Manufacturing"
"Electricity, gas and water supply"
"Construction"
"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods"
"Hotels and restaurants"
"Transport, storage and communication"
"Financial intermediation"
"Public administration and defence; compulsory social security"
"Education"
"Health and social work"
"Other community, social and personal service activities"
"Extra-territorial organizations and bodies"

"UNIT"
"Tonne"

"No footnotes available"

"Available flags:"
"b","break in time series"
"c","confidential"
"d","definition differs, see metadata"
"e","estimated"
"f","forecast"
"i","see metadata (phased out)"
"n","not significant"
"p","provisional"
"r","revised"
"s","Eurostat estimate (phased out)"
"u","low reliability"
"z","not applicable"

"Special value:"
":","not available"

